Unnamed: 0,Price,Address,Surface,chambres,toilettes,Surface_per_room,Year_of_Construction,State
2187,960000,Centre,96,2,1,48,moins de 5 ans,normal
2188,810000,Centre,81,2,1,40.5,moins de 5 ans,normal
2189,810000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
2190,1190000,Castilla,119,3,2,39.66666667,moins de 5 ans,normal
2191,1800000,Jbel Kbir,300,4,2,75,construction neuve,Luxe
2192,3200000,Iberie,191,3,2,63.66666667,construction neuve,Luxe
2193,3840000,Iberie,192,3,2,64,construction neuve,Luxe
2194,2450000,Centre,175,3,2,58.33333333,construction neuve,Luxe
2195,690000,Moujahidine,56,2,1,28,moins de 5 ans,normal
2196,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2197,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
2198,1124000,Centre,105,3,2,35,moins de 5 ans,normal
2199,1730000,Centre,147,3,2,49,construction neuve,Luxe
2200,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2201,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2202,810000,Centre,81,2,1,40.5,moins de 5 ans,normal
2203,960000,Centre,96,2,1,48,moins de 5 ans,normal
2204,790000,Centre,79,2,1,39.5,moins de 5 ans,normal
2205,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2206,810000,Centre,81,2,1,40.5,moins de 5 ans,normal
2207,1100000,Castilla,81,2,1,40.5,moins de 5 ans,normal
2208,1750000,Malabata,85,2,1,42.5,construction neuve,Luxe
2209,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2210,810000,Tanja Balia,81,2,1,40.5,moins de 5 ans,normal
2212,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2213,3500000,Iberie,205,3,2,68.33333333,construction neuve,Luxe
2214,3300000,Malabata,149,3,2,49.66666667,construction neuve,Luxe
2215,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2216,870000,Ahlane,85,2,1,42.5,moins de 5 ans,normal
2217,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2218,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
2219,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2220,790000,Centre,79,2,1,39.5,moins de 5 ans,normal
2221,750000,Centre,75,2,1,37.5,moins de 5 ans,normal
2222,3500000,Jirrari,126,3,2,42,construction neuve,Luxe
2223,1550000,Branes 1,108,3,2,36,construction neuve,Luxe
2224,1250000,Castilla,93,2,1,46.5,moins de 5 ans,normal
2225,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2226,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2227,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2228,594000,Tanja Balia,66,2,1,33,moins de 5 ans,normal
2229,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2230,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2231,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2232,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2233,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2234,830000,Tanja Balia,83,2,1,41.5,moins de 5 ans,normal
2235,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2236,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2237,500000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
2238,450000,Tanja Balia,54,2,1,27,plus de 5 ans,simple
2239,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2240,1290000,Malabata,96,2,1,48,moins de 5 ans,normal
2241,3500000,Malabata,175,3,2,58.33333333,construction neuve,Luxe
2242,450000,Mesnana,55,2,1,27.5,plus de 5 ans,simple
2243,350000,Mesnana,65,2,1,32.5,plus de 5 ans,simple
2244,550000,Centre,54,2,1,27,plus de 5 ans,simple
2245,3180000,Iberie,204,3,2,68,construction neuve,Luxe
2246,850000,Centre,89,2,1,44.5,moins de 5 ans,normal
2247,820000,Tanja Balia,82,2,1,41,moins de 5 ans,normal
2248,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2249,750000,Tanja Balia,75,2,1,37.5,moins de 5 ans,normal
2250,900000,Mesnana,92,2,1,46,moins de 5 ans,normal
2251,1230000,Centre,95,2,1,47.5,moins de 5 ans,normal
2252,1700000,Centre,130,3,2,43.33333333,construction neuve,Luxe
2253,1300000,Achakar,100,2,1,50,moins de 5 ans,normal
2254,1300000,Centre,105,3,2,35,moins de 5 ans,normal
2255,450000,Mesnana,61,2,1,30.5,plus de 5 ans,simple
2256,1150000,Malabata,59,2,1,29.5,moins de 5 ans,normal
2257,450000,Moujahidine,64,2,1,32,plus de 5 ans,simple
2258,770000,Ahlane,84,2,1,42,moins de 5 ans,normal
2259,1200000,Centre,93,2,1,46.5,moins de 5 ans,normal
2260,960000,Tanja Balia,96,2,1,48,moins de 5 ans,normal
2261,800000,Ahlane,79,2,1,39.5,moins de 5 ans,normal
2262,720000,Ahlane,80,2,1,40,moins de 5 ans,normal
2263,720000,Centre,81,2,1,40.5,moins de 5 ans,normal
2264,1200000,Moujahidine,109,3,2,36.33333333,moins de 5 ans,normal
2265,1150000,Achakar,84,2,1,42,moins de 5 ans,normal
2266,2200000,Centre,162,3,2,54,construction neuve,Luxe
2267,750000,Benkirane,130,3,2,43.33333333,moins de 5 ans,normal
2268,1730000,Centre,104,3,2,34.66666667,construction neuve,Luxe
2269,760000,Centre,73,2,1,36.5,moins de 5 ans,normal
2270,780000,Centre,79,2,1,39.5,moins de 5 ans,normal
2271,850000,Mesnana,69,2,1,34.5,moins de 5 ans,normal
2272,550000,Moujahidine,90,2,1,45,plus de 5 ans,simple
2273,800000,Centre,86,2,1,43,moins de 5 ans,normal
2274,760000,Centre,92,2,1,46,moins de 5 ans,normal
2275,2350000,Iberie,147,3,2,49,construction neuve,Luxe
2276,2770000,Malabata,149,3,2,49.66666667,construction neuve,Luxe
2277,950000,Branes 2,101,3,2,33.66666667,moins de 5 ans,normal
2278,550000,Mghogha,57,2,1,28.5,plus de 5 ans,simple
2279,1200000,Mesnana,94,2,1,47,moins de 5 ans,normal
2280,900000,Val Fleuri,93,2,1,46.5,moins de 5 ans,normal
2281,1550000,Centre,128,3,2,42.66666667,construction neuve,Luxe
2282,1200000,Centre,93,2,1,46.5,moins de 5 ans,normal
2283,4000000,Centre,130,3,2,43.33333333,construction neuve,Luxe
2284,1447000,Val Fleuri,160,3,2,53.33333333,moins de 5 ans,normal
2285,1267500,Mesnana,115,3,2,38.33333333,moins de 5 ans,normal
2286,860000,Centre,52,2,1,26,moins de 5 ans,normal
2287,1800000,Centre,184,3,2,61.33333333,construction neuve,Luxe
2288,260000,Mghogha,51,2,1,25.5,plus de 5 ans,simple
2290,700000,Ahlane,91,2,1,45.5,moins de 5 ans,normal
2291,339000,Achakar,50,2,1,25,plus de 5 ans,simple
2292,800000,Val Fleuri,84,2,1,42,moins de 5 ans,normal
2293,830000,Ahlane,72,2,1,36,moins de 5 ans,normal
2294,680000,Ahlane,88,2,1,44,moins de 5 ans,normal
2295,2200000,Tanja Balia,120,3,2,40,construction neuve,Luxe
2297,840000,Marchane,80,2,1,40,moins de 5 ans,normal
2298,1180000,Centre,101,3,2,33.66666667,moins de 5 ans,normal
2299,4000000,Malabata,160,3,2,53.33333333,construction neuve,Luxe
2300,1700000,Iberie,92,2,1,46,construction neuve,Luxe
2301,590000,Centre,70,2,1,35,moins de 5 ans,normal
2302,860000,Mesnana,80,2,1,40,moins de 5 ans,normal
2303,450000,Mesnana,50,2,1,25,plus de 5 ans,simple
2304,1150000,Centre,78,2,1,39,moins de 5 ans,normal
2305,1850000,Centre,94,2,1,47,construction neuve,Luxe
2306,1800000,Centre,101,3,2,33.66666667,construction neuve,Luxe
2307,1350000,Moujahidine,135,3,2,45,moins de 5 ans,normal
2308,1800000,Centre,110,3,2,36.66666667,construction neuve,Luxe
2309,550000,Mesnana,56,2,1,28,plus de 5 ans,simple
2310,520000,Mesnana,67,2,1,33.5,plus de 5 ans,simple
2311,449900,Moujahidine,70,2,1,35,plus de 5 ans,simple
2312,1250000,Centre,95,2,1,47.5,moins de 5 ans,normal
2313,800000,Mesnana,50,2,1,25,moins de 5 ans,normal
2314,900000,Branes 2,108,3,2,36,moins de 5 ans,normal
2315,590000,Centre,74,2,1,37,moins de 5 ans,normal
2317,900000,Centre,80,2,1,40,moins de 5 ans,normal
2318,720000,Ahlane,90,2,1,45,moins de 5 ans,normal
2320,500000,Branes 2,60,2,1,30,plus de 5 ans,simple
2321,1650000,Centre,156,3,2,52,construction neuve,Luxe
2323,790000,Tanja Balia,79,2,1,39.5,moins de 5 ans,normal
2324,1840000,Centre,153,3,2,51,construction neuve,Luxe
2325,3200000,Iberie,207,3,2,69,construction neuve,Luxe
2326,520000,Centre,80,2,1,40,plus de 5 ans,simple
2327,520000,Centre,80,2,1,40,plus de 5 ans,simple
2328,800000,Souani,78,2,1,39,moins de 5 ans,normal
2329,360000,Mghogha,55,2,1,27.5,plus de 5 ans,simple
2330,720000,Ahlane,90,2,1,45,moins de 5 ans,normal
2331,2450000,Marchane,123,3,2,41,construction neuve,Luxe
2332,2400000,Centre,131,3,2,43.66666667,construction neuve,Luxe
2333,750000,Mesnana,88,2,1,44,moins de 5 ans,normal
2334,2500000,Centre,134,3,2,44.66666667,construction neuve,Luxe
2335,900000,Moujahidine,107,3,2,35.66666667,moins de 5 ans,normal
2337,1250000,Centre,103,3,2,34.33333333,moins de 5 ans,normal
2339,1100000,Centre,96,2,1,48,moins de 5 ans,normal
2340,649000,Mesnana,82,2,1,41,moins de 5 ans,normal
2341,500000,Moujahidine,50,2,1,25,plus de 5 ans,simple
2342,850000,Tanja Balia,108,3,2,36,moins de 5 ans,normal
2343,590000,Centre,70,2,1,35,moins de 5 ans,normal
2344,594000,Mghogha,58,2,1,29,moins de 5 ans,normal
2345,1500000,Ahlane,136,3,2,45.33333333,construction neuve,Luxe
2346,750000,Tanja Balia,73,2,1,36.5,moins de 5 ans,normal
2347,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
2349,2400000,Malabata,140,3,2,46.66666667,construction neuve,Luxe
2350,650000,Mesnana,68,2,1,34,moins de 5 ans,normal
2351,850000,Mesnana,80,2,1,40,moins de 5 ans,normal
2352,1700000,Malabata,120,3,2,40,construction neuve,Luxe
2353,380000,Achakar,60,2,1,30,plus de 5 ans,simple
2354,600000,Benkirane,78,2,1,39,moins de 5 ans,normal
2355,1750000,Iberie,117,3,2,39,construction neuve,Luxe
2356,700000,Centre,80,2,1,40,moins de 5 ans,normal
2357,610000,Jbel Kbir,73,2,1,36.5,moins de 5 ans,normal
2358,450000,Mesnana,60,2,1,30,plus de 5 ans,simple
2360,1900000,Malabata,135,3,2,45,construction neuve,Luxe
2361,950000,Branes 2,88,2,1,44,moins de 5 ans,normal
2362,900000,Castilla,103,3,2,34.33333333,moins de 5 ans,normal
2363,2400000,Marchane,137,3,2,45.66666667,construction neuve,Luxe
2364,700000,Ahlane,95,2,1,47.5,moins de 5 ans,normal
2365,780000,Branes 1,92,2,1,46,moins de 5 ans,normal
2366,700000,Branes 2,89,2,1,44.5,moins de 5 ans,normal
2367,700000,Branes 2,89,2,1,44.5,moins de 5 ans,normal
2368,900000,Moujahidine,107,3,2,35.66666667,moins de 5 ans,normal
2369,1350000,Castilla,112,3,2,37.33333333,moins de 5 ans,normal
2370,1200000,Moujahidine,120,3,2,40,moins de 5 ans,normal
2371,410000,Mesnana,60,2,1,30,plus de 5 ans,simple
2372,1089000,Tanja Balia,99,2,1,49.5,moins de 5 ans,normal
2373,1300000,Tanja Balia,120,3,2,40,moins de 5 ans,normal
2374,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
2375,620000,Moujahidine,65,2,1,32.5,moins de 5 ans,normal
2376,1450000,Centre,95,2,1,47.5,moins de 5 ans,normal
2377,430000,Tanja Balia,60,2,1,30,plus de 5 ans,simple
2378,670000,Tanja Balia,67,2,1,33.5,moins de 5 ans,normal
2379,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
2380,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
2381,750000,Tanja Balia,68,2,1,34,moins de 5 ans,normal
2382,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
2383,570000,Tanja Balia,73,2,1,36.5,plus de 5 ans,simple
2385,1800000,Centre,156,3,2,52,construction neuve,Luxe
2386,1450000,Centre,140,3,2,46.66666667,moins de 5 ans,normal
2388,2100000,Centre,120,3,2,40,construction neuve,Luxe
2389,550000,Branes 1,55,2,1,27.5,plus de 5 ans,simple
2390,1880000,Centre,96,2,1,48,construction neuve,Luxe
2391,1400000,Centre,123,3,2,41,moins de 5 ans,normal
2392,1800000,Branes 1,197,3,2,65.66666667,construction neuve,Luxe
2393,380000,Moujahidine,55,2,1,27.5,plus de 5 ans,simple
2394,1300000,Mesnana,134,3,2,44.66666667,moins de 5 ans,normal
2395,650000,Mghogha,79,2,1,39.5,moins de 5 ans,normal
2396,1300000,Msala,144,3,2,48,moins de 5 ans,normal
2398,820000,Ahlane,79,2,1,39.5,moins de 5 ans,normal
2399,2560000,Iberie,128,3,2,42.66666667,construction neuve,Luxe
2400,350000,Centre,60,2,1,30,plus de 5 ans,simple
2401,700000,Ahlane,70,2,1,35,moins de 5 ans,normal
2402,2500000,Iberie,198,3,2,66,construction neuve,Luxe
2403,590000,Branes 1,96,2,1,48,moins de 5 ans,normal
2404,1960000,Centre,140,3,2,46.66666667,construction neuve,Luxe
2405,2150000,Centre,155,3,2,51.66666667,construction neuve,Luxe
2406,1300000,Centre,96,2,1,48,moins de 5 ans,normal
2407,1800000,Centre,158,3,2,52.66666667,construction neuve,Luxe
2408,950000,Malabata,62,2,1,31,moins de 5 ans,normal
2409,440000,Achakar,50,2,1,25,plus de 5 ans,simple
2410,3100000,Centre,149,3,2,49.66666667,construction neuve,Luxe
2411,2215000,Iberie,123,3,2,41,construction neuve,Luxe
2413,3000000,Achakar,174,3,2,58,construction neuve,Luxe
2414,1900000,Achakar,167,3,2,55.66666667,construction neuve,Luxe
